3/27/2018 1:44	338.36	5.8515	14302	247.03	5.8318	8.09E+05	247.03	5.8318	7.80E+05	2.5765	0.044558	97.379	1.7	97.647	41.88	2.3064	3299	3181.4	2.40E+05	5827	6.15E+05	8.67E+05	1.94E+05	5831.8	6.40E+05	0.51585	0.5319	0.70454	0.99577	0.043069	0.060537	0.70949	0.061875	0.73008	0.99663	54.513	0.84656	117.51	1.5258	0	17882	8682	12024	43959	0.025614	1	1847.2	48.365	25.471	18.135	50.316	46.653	25.146	1846.7	1.5636	1.1151	17.747	12.034	34.568	16.822	1.1112	0.7788
3/27/2018 1:45	324.04	5.604	14457	236.56	5.5851	8.16E+05	236.56	5.5851	7.89E+05	2.6177	0.04527	97.337	1.7	97.751	46.318	2.3065	3638	3520.4	2.30E+05	5580.5	6.22E+05	8.60E+05	1.86E+05	5585.1	6.46E+05	0.51576	0.53181	0.70452	0.99577	0.043091	0.060837	0.70947	0.06217	0.73002	0.99663	54.541	0.84652	117.54	1.5262	0	17857	8680.5	12037	43944	0.025598	1	1854.8	48.39	25.484	18.135	50.342	46.656	25.167	1852.1	1.589	1.0843	17.747	12.035	34.568	16.821	1.1111	0.77873
3/27/2018 1:46	361.84	6.2577	14065	264.18	6.2366	7.98E+05	264.18	6.2366	7.67E+05	2.9978	0.051844	96.95	1.7	97.438	39.227	2.3063	3097.6	2980.1	2.57E+05	6231.5	6.05E+05	8.64E+05	2.08E+05	6236.6	6.31E+05	0.51581	0.53186	0.70453	0.99577	0.043077	0.0634	0.70949	0.064677	0.73009	0.99663	54.523	0.84656	117.5	1.5257	0	17873	8661.4	11997	43884	0.02555	1	1836.8	48.377	25.489	18.134	50.3	46.68	25.165	1836.6	1.6082	1.1054	17.747	12.034	34.568	16.821	1.1114	0.77895
3/27/2018 1:47	350.54	6.0623	14205	255.98	6.0419	8.04E+05	255.98	6.0419	7.74E+05	2.9084	0.050298	97.041	1.7	97.545	40.657	2.3059	3204.5	3087.1	2.49E+05	6036.9	6.11E+05	8.63E+05	2.01E+05	6041.9	6.36E+05	0.5159	0.53195	0.70457	0.99576	0.043054	0.062773	0.70952	0.064062	0.73022	0.99662	54.493	0.84662	117.42	1.5249	0	17897	8667	11998	43910	0.025566	1	1846.3	48.356	25.504	18.14	50.295	46.683	25.186	1846.4	1.5808	1.1044	17.747	12.035	34.568	16.821	1.1113	0.7789
3/27/2018 1:48	346.8	5.9976	14229	253.25	5.9774	8.05E+05	253.25	5.9774	7.76E+05	2.8344	0.049018	97.117	1.7	97.575	40.856	2.3058	3219.1	3101.7	2.46E+05	5972.5	6.12E+05	8.62E+05	1.99E+05	5977.4	6.37E+05	0.51587	0.53192	0.70456	0.99576	0.043061	0.062278	0.70951	0.063578	0.73026	0.99662	54.501	0.84663	117.39	1.5246	0	17876	8670.1	12028	43939	0.025584	1	1848.2	48.368	25.531	18.139	50.319	46.683	25.208	1845.5	1.5694	1.1073	17.748	12.035	34.568	16.821	1.1107	0.77846
3/27/2018 1:49	319.27	5.5215	14483	233.16	5.5029	8.17E+05	233.16	5.5029	7.89E+05	2.5237	0.043646	97.433	1.7	97.793	46.811	2.3057	3672.1	3554.7	2.26E+05	5498.3	6.23E+05	8.56E+05	1.83E+05	5502.9	6.46E+05	0.51584	0.53189	0.70456	0.99575	0.043067	0.060178	0.70951	0.061524	0.73028	0.99662	54.507	0.84663	117.37	1.5245	0	17926	8685.2	12031	44011	0.025633	1	1849.6	48.377	25.549	18.149	50.361	46.686	25.226	1849.5	1.5699	1.0992	17.748	12.035	34.567	16.821	1.1105	0.77836
3/27/2018 1:50	337.48	5.8364	14310	246.38	5.8167	8.10E+05	246.38	5.8167	7.81E+05	2.6931	0.046574	97.26	1.7	97.642	43.901	2.3063	3454.8	3337.3	2.39E+05	5811.9	6.16E+05	8.60E+05	1.94E+05	5816.7	6.41E+05	0.51568	0.53172	0.70451	0.99576	0.04311	0.061365	0.70946	0.062688	0.73008	0.99662	54.563	0.84652	117.49	1.5257	0	17898	8677.6	12011	43954	0.025597	1	1851.4	48.418	25.537	18.155	50.377	46.705	25.224	1845.5	1.5555	1.0701	17.747	12.035	34.567	16.821	1.1113	0.77889
3/27/2018 1:51	324.06	5.6044	14463	236.61	5.5855	8.16E+05	236.61	5.5855	7.89E+05	2.6377	0.045617	97.317	1.7	97.762	45.594	2.3062	3581.6	3464.1	2.30E+05	5580.9	6.22E+05	8.60E+05	1.86E+05	5585.5	6.46E+05	0.51579	0.53184	0.70453	0.99577	0.043081	0.060962	0.70948	0.062292	0.73012	0.99662	54.528	0.84656	117.48	1.5255	0	17873	8681.2	12018	43913	0.025551	1	1853.2	48.384	25.507	18.162	50.353	46.713	25.201	1854.9	1.5676	1.0931	17.747	12.034	34.567	16.821	1.1118	0.77922
3/27/2018 1:52	340.39	5.8867	14286	248.51	5.8669	8.08E+05	248.51	5.8669	7.79E+05	2.6827	0.046395	97.271	1.7	97.626	41.948	2.3064	3305.4	3187.8	2.41E+05	5862.1	6.15E+05	8.62E+05	1.95E+05	5866.9	6.39E+05	0.51578	0.53183	0.70452	0.99577	0.043085	0.061272	0.70948	0.062595	0.73005	0.99663	54.533	0.84653	117.52	1.526	0	17888	8677.9	12001	43933	0.025558	1	1848.2	48.383	25.483	18.162	50.363	46.713	25.174	1846.3	1.5823	1.0894	17.747	12.035	34.568	16.821	1.1113	0.77892
3/27/2018 1:53	344.07	5.9503	14250	251.21	5.9302	8.06E+05	251.21	5.9302	7.77E+05	2.7736	0.047966	97.178	1.7	97.585	42.634	2.3063	3355.6	3238.1	2.44E+05	5925.4	6.13E+05	8.63E+05	1.97E+05	5930.2	6.38E+05	0.51586	0.53191	0.70455	0.99577	0.043065	0.061868	0.7095	0.063177	0.73012	0.99663	54.508	0.84658	117.48	1.5256	0	17875	8672.9	12008	43910	0.025548	1	1842.6	48.364	25.482	18.166	50.291	46.713	25.171	1842.5	1.5813	1.0859	17.747	12.034	34.568	16.821	1.1115	0.77902
3/27/2018 1:54	294.81	5.0985	14672	215.29	5.0813	8.25E+05	215.29	5.0813	7.99E+05	2.369	0.04097	97.59	1.7	97.996	49.059	2.3058	3840.5	3723.1	2.09E+05	5077.1	6.31E+05	8.48E+05	1.69E+05	5081.3	6.52E+05	0.51594	0.532	0.70458	0.99576	0.043043	0.059106	0.70953	0.060473	0.73026	0.99662	54.479	0.84665	117.39	1.5246	0	17887	8692.9	12002	43930	0.025555	1	1850	48.346	25.506	18.173	50.354	46.713	25.191	1847.1	1.582	1.0848	17.747	12.035	34.568	16.821	1.1109	0.77862
3/27/2018 1:55	360.58	6.2359	14175	263.33	6.2148	8.03E+05	263.33	6.2148	7.72E+05	2.8395	0.049107	97.111	1.7	97.47	39.427	2.3056	3109	2991.6	2.56E+05	6209.7	6.09E+05	8.69E+05	2.07E+05	6214.8	6.35E+05	0.51594	0.53198	0.70459	0.99575	0.043044	0.062296	0.70954	0.063595	0.73035	0.99662	54.478	0.84668	117.33	1.5241	0	17853	8669.2	12037	43911	0.025567	1	1859.1	48.352	25.54	18.167	50.372	46.695	25.224	1857.1	1.5939	1.0773	17.748	12.035	34.567	16.821	1.1104	0.77829
3/27/2018 1:56	335.18	5.7965	14338	244.84	5.7769	8.10E+05	244.84	5.7769	7.81E+05	2.7893	0.048239	97.162	1.7	97.674	42.38	2.3051	3331.8	3214.5	2.38E+05	5772.1	6.16E+05	8.62E+05	1.92E+05	5776.9	6.40E+05	0.51599	0.53204	0.70461	0.99575	0.04303	0.061942	0.70956	0.063248	0.73046	0.99662	54.459	0.84673	117.26	1.5234	0	17905	8672.3	12031	43970	0.025593	1	1848.4	48.342	25.562	18.164	50.344	46.693	25.239	1847.6	1.5922	1.0993	17.749	12.036	34.567	16.821	1.1103	0.77818
3/27/2018 1:57	340.39	5.8867	14313	248.64	5.8667	8.09E+05	248.64	5.8667	7.80E+05	2.6621	0.046038	97.292	1.7	97.63	42.195	2.3051	3318.3	3201	2.41E+05	5861.9	6.15E+05	8.63E+05	1.95E+05	5866.7	6.40E+05	0.51595	0.53199	0.7046	0.99574	0.043039	0.061089	0.70955	0.062414	0.73048	0.99661	54.47	0.84673	117.24	1.5232	0	17843	8678.5	12009	43884	0.025544	1	1851	48.355	25.585	18.165	50.319	46.69	25.267	1850.6	1.5908	1.0972	17.749	12.036	34.567	16.821	1.1096	0.77773
3/27/2018 1:58	343.23	5.9358	14305	250.8	5.9157	8.08E+05	250.8	5.9157	7.78E+05	2.8119	0.048629	97.139	1.7	97.606	42.453	2.3044	3332	3214.8	2.44E+05	5910.8	6.14E+05	8.63E+05	1.97E+05	5915.7	6.39E+05	0.51618	0.53222	0.70468	0.99574	0.042982	0.06205	0.70962	0.06335	0.73071	0.99661	54.397	0.84687	117.09	1.5218	0	17855	8671.1	12030	43912	0.025579	1	1855.6	48.298	25.589	18.162	50.285	46.684	25.273	1853	1.6147	1.0915	17.75	12.036	34.567	16.821	1.1097	0.77775
3/27/2018 1:59	312.83	5.4102	14536	228.55	5.3918	8.18E+05	228.55	5.3918	7.91E+05	2.5181	0.043547	97.438	1.7	97.849	47.019	2.3048	3681.5	3564.3	2.22E+05	5387.4	6.24E+05	8.55E+05	1.80E+05	5391.8	6.47E+05	0.51605	0.5321	0.70464	0.99574	0.043012	0.060086	0.70958	0.061431	0.73057	0.99661	54.436	0.84679	117.18	1.5226	0	17890	8686.4	12004	43935	0.025568	1	1849.7	48.328	25.581	18.167	50.308	46.693	25.266	1848.3	1.5992	1.0918	17.75	12.037	34.567	16.821	1.1093	0.77753
3/27/2018 2:00	335.18	5.7966	14350	244.85	5.777	8.10E+05	244.85	5.777	7.81E+05	2.7394	0.047375	97.213	1.7	97.675	42.537	2.305	3342.7	3225.5	2.38E+05	5772.2	6.17E+05	8.55E+05	1.92E+05	5777	6.41E+05	0.51599	0.53203	0.70462	0.99574	0.04303	0.061604	0.70957	0.062917	0.73053	0.99661	54.457	0.84676	117.2	1.5229	0	17858	8675.3	11999	43889	0.025543	1	1849.1	48.347	25.592	18.169	50.277	46.713	25.276	1848.9	1.5884	1.0755	17.75	12.036	34.567	16.821	1.1094	0.77758
3/27/2018 2:01	382.25	6.6107	13956	279.21	6.5883	7.93E+05	279.21	6.5883	7.60E+05	3.0935	0.053498	96.853	1.7	97.284	36.341	2.3052	2874.9	2757.6	2.71E+05	6582.8	6.00E+05	8.76E+05	2.19E+05	6588.3	6.27E+05	0.51591	0.53196	0.70459	0.99574	0.043048	0.064024	0.70954	0.065285	0.73044	0.99661	54.481	0.84671	117.26	1.5235	0	17902	8657.1	11988	43901	0.025544	1	1854.1	48.364	25.583	18.177	50.327	46.714	25.276	1848.7	1.588	1.1056	17.749	12.036	34.567	16.821	1.1102	0.77812
3/27/2018 2:02	334.19	5.7795	14396	244.08	5.7599	8.13E+05	244.08	5.7599	7.84E+05	2.6918	0.046551	97.262	1.7	97.686	43.303	2.3055	3404.1	3286.8	2.37E+05	5755.2	6.19E+05	8.60E+05	1.92E+05	5759.9	6.43E+05	0.5159	0.53194	0.70458	0.99575	0.043053	0.061304	0.70953	0.062624	0.73036	0.99662	54.489	0.84668	117.32	1.524	0	17854	8677.1	12019	43921	0.025585	1	1855.2	48.365	25.559	18.169	50.355	46.736	25.254	1858.7	1.5736	1.1077	17.748	12.035	34.567	16.821	1.1107	0.77846
3/27/2018 2:03	329.22	5.6934	14342	240.47	5.6742	8.09E+05	240.47	5.6742	7.81E+05	2.7115	0.046892	97.242	1.7	97.71	43.978	2.3053	3452.3	3335	2.34E+05	5669.6	6.16E+05	8.56E+05	1.89E+05	5674.2	6.40E+05	0.51606	0.53211	0.70462	0.99576	0.043014	0.0614	0.70957	0.062716	0.7304	0.99662	54.441	0.84673	117.3	1.5238	0	17870	8676.1	12021	43931	0.025599	1	1836.8	48.318	25.515	18.177	50.297	46.741	25.213	1836.2	1.599	1.0932	17.749	12.036	34.567	16.821	1.11	0.77801
3/27/2018 2:04	338.88	5.8606	14346	247.48	5.8408	8.10E+05	247.48	5.8408	7.81E+05	2.6663	0.046111	97.288	1.7	97.643	42.646	2.3057	3352.3	3234.9	2.40E+05	5836	6.16E+05	8.64E+05	1.94E+05	5840.8	6.41E+05	0.51602	0.53208	0.7046	0.99577	0.043023	0.061102	0.70955	0.062425	0.7303	0.99663	54.455	0.84668	117.37	1.5244	0	17871	8678.2	12014	43923	0.025597	1	1858.3	48.324	25.49	18.186	50.354	46.742	25.181	1854.8	1.6058	1.0919	17.749	12.036	34.568	16.821	1.1098	0.77783
3/27/2018 2:05	341.14	5.8997	14275	249.1	5.8798	8.07E+05	249.1	5.8798	7.78E+05	2.7304	0.04722	97.222	1.7	97.613	43.03	2.306	3384	3266.5	2.42E+05	5875	6.14E+05	8.64E+05	1.96E+05	5879.8	6.38E+05	0.51592	0.53197	0.70457	0.99577	0.04305	0.061562	0.70952	0.062877	0.7302	0.99663	54.489	0.84662	117.43	1.5251	0	17883	8674.4	12022	43938	0.025601	1	1841.1	48.351	25.491	18.192	50.301	46.743	25.184	1843	1.5889	1.0919	17.748	12.036	34.568	16.821	1.1101	0.77806
3/27/2018 2:06	387.37	6.6991	13905	282.85	6.6765	7.91E+05	282.85	6.6765	7.58E+05	3.2667	0.056495	96.677	1.7	97.24	35.603	2.306	2821.4	2704	2.75E+05	6671	5.98E+05	8.71E+05	2.22E+05	6676.5	6.26E+05	0.51585	0.53189	0.70455	0.99576	0.043068	0.065216	0.7095	0.066453	0.73019	0.99662	54.51	0.8466	117.43	1.5251	0	17898	8648.9	12019	43922	0.025562	1	1851.5	48.372	25.514	18.204	50.324	46.746	25.206	1847	1.582	1.1089	17.748	12.035	34.568	16.821	1.1107	0.77846
3/27/2018 2:07	429.38	7.4257	13641	313.68	7.4006	7.79E+05	313.68	7.4006	7.43E+05	3.4375	0.059449	96.503	1.7	96.877	32.38	2.3049	2571.6	2454.4	3.05E+05	7394.5	5.86E+05	9.10E+05	2.46E+05	7400.6	6.16E+05	0.51606	0.53211	0.70463	0.99575	0.043012	0.066322	0.70958	0.067531	0.73054	0.99661	54.436	0.84678	117.2	1.5229	0	17860	8640.1	12014	43869	0.025536	1	1862.1	48.325	25.567	18.211	50.302	46.762	25.245	1858.7	1.584	1.1705	17.748	12.035	34.567	16.821	1.1104	0.77827
3/27/2018 2:08	401.35	6.941	13815	293.26	6.9175	7.86E+05	293.26	6.9175	7.52E+05	3.3451	0.05785	96.597	1.7	97.121	34.317	2.3045	2717.4	2600.2	2.85E+05	6911.7	5.93E+05	8.73E+05	2.30E+05	6917.5	6.22E+05	0.51612	0.53216	0.70466	0.99574	0.042997	0.06568	0.70961	0.066902	0.73066	0.99661	54.415	0.84684	117.12	1.5221	0	17881	8645.4	12004	43881	0.025548	1	1848.1	48.314	25.592	18.209	50.263	46.772	25.268	1849.6	1.5861	1.1642	17.749	12.036	34.567	16.821	1.1096	0.77773
3/27/2018 2:09	365.55	6.3217	14101	267.1	6.3003	7.99E+05	267.1	6.3003	7.67E+05	2.9039	0.05022	97.046	1.7	97.415	39.532	2.3044	3112.2	2995	2.59E+05	6295	6.05E+05	8.85E+05	2.10E+05	6300.3	6.32E+05	0.5161	0.53214	0.70466	0.99573	0.043001	0.062691	0.70961	0.063978	0.73071	0.99661	54.419	0.84685	117.09	1.5217	0	17896	8667.2	11976	43904	0.025553	1	1849.2	48.322	25.617	18.219	50.284	46.772	25.296	1847.5	1.579	1.1491	17.75	12.037	34.567	16.821	1.1093	0.77748
3/27/2018 2:10	343.96	5.9484	14310	251.36	5.9282	8.08E+05	251.36	5.9282	7.78E+05	2.8546	0.049367	97.096	1.7	97.612	40.954	2.3041	3218.5	3101.5	2.44E+05	5923.2	6.14E+05	8.56E+05	1.98E+05	5928.2	6.39E+05	0.51614	0.53219	0.70468	0.99573	0.042988	0.062347	0.70963	0.063641	0.73079	0.9966	54.403	0.84689	117.04	1.5212	0	17879	8669.7	12021	43928	0.025581	1	1856.3	48.312	25.629	18.229	50.318	46.78	25.308	1856.6	1.5711	1.1171	17.751	12.037	34.566	16.821	1.1089	0.77723
3/27/2018 2:11	390.57	6.7545	13915	285.35	6.7316	7.91E+05	285.35	6.7316	7.58E+05	3.2313	0.055882	96.713	1.7	97.212	35.775	2.3046	2828.2	2711.1	2.77E+05	6726	5.98E+05	8.79E+05	2.24E+05	6731.6	6.26E+05	0.516	0.53204	0.70463	0.99573	0.043026	0.064935	0.70958	0.066175	0.73065	0.9966	54.45	0.84681	117.12	1.5221	0	17881	8650.5	12016	43904	0.02556	1	1854	48.349	25.632	18.236	50.307	46.801	25.318	1851.6	1.5771	1.1073	17.751	12.037	34.566	16.821	1.1089	0.77721
3/27/2018 2:12	337.36	5.8342	14345	246.41	5.8144	8.11E+05	246.41	5.8144	7.82E+05	2.6661	0.046108	97.288	1.7	97.66	42.156	2.3052	3318.7	3201.4	2.39E+05	5809.6	6.17E+05	8.67E+05	1.94E+05	5814.4	6.42E+05	0.51575	0.53179	0.70456	0.99573	0.043087	0.061162	0.70951	0.062487	0.73043	0.9966	54.527	0.84667	117.26	1.5234	0	17889	8678.1	12008	43929	0.025554	1	1856.2	48.411	25.64	18.245	50.378	46.802	25.327	1854.9	1.5832	1.1229	17.749	12.036	34.566	16.821	1.1103	0.77818
3/27/2018 2:13	340.6	5.8904	14292	248.83	5.8704	8.08E+05	248.83	5.8704	7.79E+05	2.7133	0.046924	97.24	1.7	97.624	42.108	2.3048	3311.5	3194.3	2.42E+05	5865.5	6.14E+05	8.68E+05	1.96E+05	5870.4	6.39E+05	0.51587	0.53191	0.7046	0.99573	0.043056	0.061451	0.70955	0.062769	0.73057	0.9966	54.488	0.84675	117.17	1.5225	0	17904	8677.8	12011	43953	0.025568	1	1849.4	48.383	25.649	18.258	50.376	46.802	25.334	1846.8	1.5763	1.1016	17.748	12.035	34.566	16.821	1.1112	0.77883
3/27/2018 2:14	334.13	5.7785	14351	244.13	5.7588	8.10E+05	244.13	5.7588	7.82E+05	2.7643	0.047806	97.188	1.7	97.668	44.523	2.3046	3494.5	3377.3	2.37E+05	5754	6.17E+05	8.58E+05	1.92E+05	5758.8	6.41E+05	0.51591	0.53195	0.70461	0.99572	0.043045	0.061788	0.70956	0.063098	0.73063	0.9966	54.473	0.84678	117.13	1.5221	0	17879	8674.4	12014	43917	0.025558	1	1847	48.373	25.657	18.267	50.323	46.813	25.343	1846.5	1.5655	1.0905	17.748	12.036	34.566	16.821	1.1108	0.77859
3/27/2018 2:15	373.56	6.4603	14039	272.89	6.4383	7.97E+05	272.89	6.4383	7.65E+05	3.0526	0.052791	96.895	1.7	97.357	37.575	2.3049	2968.5	2851.3	2.65E+05	6433	6.04E+05	8.72E+05	2.14E+05	6438.3	6.30E+05	0.51584	0.53188	0.70459	0.99573	0.043064	0.06376	0.70954	0.065029	0.73053	0.9966	54.498	0.84673	117.19	1.5227	0	17893	8658.5	11992	43903	0.025553	1	1851.9	48.39	25.647	18.273	50.301	46.821	25.338	1851.7	1.5728	1.1142	17.749	12.036	34.566	16.821	1.1107	0.77848
3/27/2018 2:16	312.96	5.4124	14537	228.72	5.3939	8.18E+05	228.72	5.3939	7.91E+05	2.5124	0.04345	97.444	1.7	97.852	46.372	2.304	3630.9	3513.9	2.22E+05	5389.4	6.24E+05	8.51E+05	1.80E+05	5393.9	6.47E+05	0.51605	0.53209	0.70466	0.99572	0.043011	0.060049	0.70961	0.061394	0.7308	0.9966	54.429	0.84688	117.02	1.5211	0	17874	8686.2	12009	43935	0.025578	1	1850.7	48.341	25.672	18.285	50.319	46.826	25.351	1849.6	1.5824	1.0969	17.749	12.036	34.566	16.821	1.1104	0.77829
3/27/2018 2:17	329.84	5.7042	14394	241.08	5.6848	8.12E+05	241.08	5.6848	7.83E+05	2.6128	0.045186	97.342	1.7	97.717	43.671	2.3037	3424.5	3307.5	2.34E+05	5680	6.18E+05	8.57E+05	1.89E+05	5684.8	6.42E+05	0.51607	0.5321	0.70468	0.99571	0.043005	0.060725	0.70962	0.062055	0.73092	0.99659	54.42	0.84692	116.94	1.5203	0	17907	8682.1	12006	43965	0.025614	1	1849.7	48.342	25.71	18.306	50.281	46.831	25.392	1848.7	1.5716	1.0766	17.75	12.037	34.566	16.821	1.1095	0.77764
3/27/2018 2:18	315.72	5.4601	14540	230.78	5.4414	8.19E+05	230.78	5.4414	7.92E+05	2.6312	0.045504	97.323	1.7	97.826	46.637	2.3036	3651.8	3534.9	2.24E+05	5436.8	6.25E+05	8.47E+05	1.81E+05	5441.4	6.48E+05	0.51594	0.53197	0.70465	0.9957	0.043035	0.060877	0.7096	0.062205	0.73093	0.99658	54.454	0.8469	116.92	1.5201	0	17886	8679.7	12020	43933	0.025595	1	1858.6	48.379	25.761	18.322	50.325	46.83	25.434	1855	1.5741	1.0728	17.751	12.037	34.566	16.82	1.1095	0.77766
3/27/2018 2:19	367.89	6.3623	14070	268.97	6.3405	7.97E+05	268.97	6.3405	7.66E+05	2.9438	0.05091	97.005	1.7	97.404	38.093	2.303	3001.8	2884.9	2.61E+05	6335.2	6.04E+05	8.76E+05	2.11E+05	6340.5	6.31E+05	0.51601	0.53203	0.70469	0.99569	0.043015	0.062979	0.70963	0.064261	0.73112	0.99658	54.427	0.84699	116.8	1.5189	0	17876	8664.9	11988	43899	0.02556	1	1846.8	48.367	25.805	18.346	50.332	46.831	25.481	1847.2	1.576	1.0965	17.751	12.037	34.565	16.82	1.1097	0.77781
3/27/2018 2:20	345.87	5.9814	14258	252.92	5.9609	8.05E+05	252.92	5.9609	7.76E+05	2.8238	0.048835	97.127	1.7	97.586	41.099	2.3025	3227.4	3110.7	2.45E+05	5955.8	6.12E+05	8.62E+05	1.99E+05	5960.9	6.37E+05	0.51607	0.53209	0.70472	0.99568	0.042999	0.06215	0.70966	0.063449	0.73126	0.99657	54.405	0.84705	116.7	1.518	0	17885	8670.4	11998	43903	0.025544	1	1851.6	48.356	25.838	18.361	50.336	46.832	25.52	1848.7	1.5795	1.1109	17.751	12.037	34.565	16.82	1.1097	0.77779
3/27/2018 2:21	377.66	6.5312	14011	276.24	6.5088	7.94E+05	276.24	6.5088	7.62E+05	3.0221	0.052264	96.926	1.7	97.322	37.171	2.3019	2927.4	2810.8	2.68E+05	6503.2	6.01E+05	8.73E+05	2.17E+05	6508.8	6.28E+05	0.51617	0.53218	0.70476	0.99566	0.042973	0.063472	0.7097	0.064741	0.73147	0.99656	54.369	0.84715	116.56	1.5166	0	17910	8662.1	12027	43958	0.02556	1	1849.8	48.338	25.882	18.377	50.259	46.832	25.558	1848.4	1.5692	1.1114	17.752	12.038	34.564	16.82	1.1088	0.77717
3/27/2018 2:22	339.4	5.8696	14322	248.34	5.8494	8.07E+05	248.34	5.8494	7.78E+05	2.7474	0.047514	97.205	1.7	97.643	41.769	2.3012	3271.1	3154.7	2.41E+05	5844.3	6.14E+05	8.65E+05	1.95E+05	5849.4	6.38E+05	0.5163	0.53232	0.70481	0.99565	0.042937	0.061574	0.70975	0.062882	0.73169	0.99656	54.322	0.84727	116.42	1.5152	0	17893	8675.6	12012	43937	0.025552	1	1850.8	48.307	25.915	18.403	50.27	46.832	25.596	1849.7	1.5652	1.1109	17.753	12.039	34.564	16.82	1.1082	0.77675
3/27/2018 2:23	348.9	6.0339	14252	255.28	6.0131	8.04E+05	255.28	6.0131	7.74E+05	2.8531	0.049341	97.098	1.7	97.563	40.837	2.3013	3202.1	3085.6	2.48E+05	6007.9	6.11E+05	8.66E+05	2.01E+05	6013.1	6.36E+05	0.51627	0.53228	0.7048	0.99565	0.042947	0.0623	0.70974	0.063592	0.73165	0.99656	54.334	0.84724	116.45	1.5155	0	17888	8670.3	12017	43916	0.025562	1	1850.6	48.316	25.913	18.427	50.299	46.832	25.599	1850.7	1.568	1.1056	17.754	12.039	34.564	16.819	1.1075	0.77624
3/27/2018 2:24	362.08	6.2619	14112	264.8	6.2403	7.99E+05	264.8	6.2403	7.68E+05	2.7784	0.048049	97.174	1.7	97.448	39.059	2.3023	3074.6	2958	2.57E+05	6234.9	6.06E+05	8.70E+05	2.08E+05	6240.3	6.32E+05	0.51592	0.53192	0.70469	0.99565	0.043035	0.061877	0.70964	0.063184	0.73134	0.99656	54.445	0.84705	116.64	1.5174	0	17868	8672.8	11976	43864	0.025527	1	1846.7	48.406	25.925	18.447	50.353	46.832	25.61	1846.3	1.5802	1.1097	17.753	12.038	34.564	16.819	1.1087	0.77712
3/27/2018 2:25	285.64	4.9399	14767	208.98	4.9228	8.27E+05	208.98	4.9228	8.03E+05	2.3721	0.041023	97.587	1.7	98.057	53.137	2.3014	4134.9	4018.4	2.03E+05	4918.6	6.34E+05	8.48E+05	1.64E+05	4922.8	6.54E+05	0.51612	0.53213	0.70476	0.99565	0.042982	0.059071	0.70971	0.060435	0.7316	0.99655	54.377	0.84719	116.47	1.5157	0	17867	8693.4	12019	43937	0.025597	1	1849.6	48.358	25.949	18.469	50.328	46.832	25.629	1845.9	1.5946	1.085	17.752	12.038	34.564	16.819	1.1097	0.77776
3/27/2018 2:26	325.29	5.6255	14486	238.04	5.6061	8.15E+05	238.04	5.6061	7.87E+05	2.5841	0.044689	97.371	1.7	97.746	47.684	2.3009	3718.8	3602.4	2.31E+05	5601.2	6.21E+05	8.62E+05	1.87E+05	5606.1	6.45E+05	0.5162	0.53221	0.7048	0.99563	0.04296	0.060488	0.70974	0.061821	0.73179	0.99654	54.347	0.84728	116.35	1.5145	0	17885	8683	11993	43938	0.025589	1	1857.7	48.343	25.991	18.502	50.325	46.832	25.667	1856.7	1.59	1.0709	17.753	12.039	34.563	16.819	1.1087	0.7771
3/27/2018 2:27	337.28	5.8329	14323	246.84	5.8127	8.07E+05	246.84	5.8127	7.78E+05	2.7184	0.047012	97.235	1.7	97.658	42.046	2.3007	3291.7	3175.3	2.39E+05	5807.7	6.14E+05	8.51E+05	1.94E+05	5812.7	6.38E+05	0.51625	0.53225	0.70482	0.99563	0.042948	0.061389	0.70976	0.062702	0.73185	0.99654	54.331	0.84732	116.31	1.5141	0	17872	8676.5	12007	43915	0.025583	1	1846.9	48.332	25.996	18.521	50.307	46.832	25.674	1846.2	1.5839	1.0687	17.754	12.039	34.563	16.819	1.1081	0.77663
3/27/2018 2:28	356.97	6.1734	14163	261.27	6.152	8.00E+05	261.27	6.152	7.69E+05	2.9463	0.050954	97.003	1.7	97.481	40.963	2.3005	3209.2	3092.9	2.53E+05	6146.7	6.07E+05	8.69E+05	2.05E+05	6152	6.33E+05	0.51628	0.53228	0.70483	0.99563	0.04294	0.062928	0.70977	0.064207	0.73192	0.99654	54.32	0.84735	116.26	1.5136	0	17873	8664.8	12022	43928	0.025588	1	1846	48.326	26.013	18.543	50.315	46.815	25.693	1844.1	1.5906	1.0862	17.754	12.039	34.563	16.819	1.1079	0.77654
3/27/2018 2:29	306.82	5.3062	14546	224.58	5.2878	8.16E+05	224.58	5.2878	7.90E+05	2.396	0.041437	97.563	1.7	97.892	47.755	2.3003	3721.7	3605.5	2.18E+05	5283.1	6.24E+05	8.46E+05	1.76E+05	5287.8	6.46E+05	0.51625	0.53225	0.70483	0.99562	0.042946	0.059199	0.70977	0.060558	0.73198	0.99653	54.325	0.84737	116.22	1.5132	0	17882	8692	12017	43961	0.025592	1	1839	48.337	26.044	18.578	50.291	46.806	25.72	1838.1	1.5914	1.0965	17.755	12.04	34.563	16.819	1.1077	0.77638
