oilfield,d,th,l,start_year,producer,liq_vol_flow,oil_mass_flow,w_cut,pressure,ingibition,object,report_year,liquid_speed,pipe_age,steel,accident_in_year
10,159.0,6.0,1.77,1988.0,13,24.0,2.0,90.31007751937985,8.2,0.0,58.0,2014.0,0.013996955886046077,26.0,Ст.10,1.0
10,159.0,6.0,1.77,1988.0,13,24.29999923706055,7.300000190734862,65.06842559129736,8.8,0.0,58.0,2015.0,0.01417191738967041,27.0,Ст.10,1.0
10,159.0,8.0,2.44,2001.0,13,322.0,14.1,94.90827675863063,23.5,0.0,9.0,2013.0,0.1877924914711182,12.0,Ст.10,1.0
10,159.0,8.0,2.44,2001.0,13,550.5,21.050000190734863,95.36439893079216,13.0,0.0,9.0,2014.0,0.3210551756361819,13.0,Ст.10,2.0
10,159.0,8.0,2.44,2001.0,13,655.25,32.675000190734856,94.27990791834613,12.9,0.0,9.0,2015.0,0.38214605601382057,14.0,Ст.10,4.0
10,159.0,8.0,2.44,2001.0,13,1015.0,50.999999046325684,94.18986946342487,14.05,0.0,9.0,2016.0,0.5919545926806987,15.0,Ст.10,8.0
10,159.0,8.0,2.44,2001.0,13,1508.0,78.4000015258789,93.95472198461857,15.4,0.0,9.0,2017.0,0.8794753948398952,16.0,Ст.10,1.0
10,159.0,10.0,2.7,1997.0,13,1288.0,38.29999923706055,96.54232276135158,6.7,0.0,9.0,2017.0,0.7511699658844728,20.0,Ст.10,1.0
10,159.0,5.0,2.43,1995.0,14,1405.0,80.19999694824219,93.36257577189093,12.0,0.0,58.0,2013.0,0.8194051258289474,18.0,Ст.20,1.0
10,159.0,5.0,2.43,1995.0,14,1521.0,80.39999923706054,93.85345621430945,12.1,0.0,58.5,2014.0,0.8870570792781702,19.0,Ст.20,2.0
10,159.0,5.0,2.43,1995.0,14,688.0,54.099998474121094,90.85654433576916,10.5,0.0,58.0,2017.0,0.4012460687333209,22.0,Ст.20,1.0
10,159.0,10.0,0.5,1997.0,1,2580.0,118.0,94.68180998738056,32.4,0.0,64.0,2015.0,1.5046727577499537,18.0,Ст.10,1.0
10,159.0,10.0,0.1,1985.0,1,2728.0,187.1999969482422,92.02073258592024,15.5,0.0,58.0,2016.0,1.5909873190472374,31.0,Ст.10,1.0
10,159.0,8.0,2.5,2002.0,1,2902.5,162.9499969482422,93.4510099504354,29.0,0.0,57.0,2017.0,1.6927568524686976,15.0,Ст.20,2.0
10,159.0,5.0,0.01,1997.0,14,2548.0,184.3000030517578,91.58939053650114,36.0,0.0,39.0,2013.0,1.4860101499018918,16.0,Ст.10,1.0
10,159.0,8.0,0.7,1996.0,1,334.0,17.5,93.90753376966995,34.0,0.0,57.0,2017.0,0.19479096941414129,21.0,Ст.20,1.0
10,159.0,6.0,1.85,1996.0,13,690.0,33.7,94.32086282440176,19.8,0.0,64.0,2013.0,0.4024124817238247,17.0,Ст.20,1.0
10,159.0,6.0,1.85,1996.0,13,635.2,26.75999984741211,95.10359321305091,16.32,0.0,64.0,2014.0,0.3704527657840195,18.0,Ст.20,5.0
10,159.0,6.0,1.85,1996.0,13,810.0,39.0,94.40137812230837,16.7,0.0,64.0,2015.0,0.4723972611540551,19.0,Ст.20,1.0
10,159.0,6.0,1.85,1996.0,13,993.0,38.29999923706055,95.51511753939666,17.6,0.0,64.0,2017.0,0.5791240497851564,21.0,Ст.20,1.0
10,159.0,10.0,0.2,1994.0,1,825.0,43.20000076293945,93.91120496646376,17.2,0.0,57.0,2013.0,0.481145358582834,19.0,Ст.10,1.0
10,159.0,5.0,1.85,1987.0,1,435.0,7.5999999046325675,97.96845765714178,21.0,0.0,39.0,2014.0,0.2536948254345852,27.0,Ст.10,1.0
10,159.0,5.0,1.85,1987.0,1,387.0,6.699999809265138,97.98689988304035,23.1,0.0,39.0,2015.0,0.225700913662493,28.0,Ст.10,1.0
10,159.0,6.0,0.05,1982.0,1,206.0,5.400000095367432,96.95190782605137,11.3,0.0,39.0,2015.0,0.12014053802189548,33.0,Ст.10,1.0
10,159.0,6.0,2.5,1985.0,13,1081.0,57.4000015258789,93.82569955404354,7.5,0.0,58.0,2013.0,0.6304462213673254,28.0,Ст.10,1.0
10,159.0,6.0,2.5,1985.0,13,1469.0,53.95000076293945,95.37142635082144,17.1,0.0,58.0,2015.0,0.8567303415250703,30.0,Ст.10,2.0
10,159.0,6.0,2.5,1985.0,13,1136.0,101.0,89.66180805764822,17.4,0.0,58.0,2017.0,0.662522578606181,32.0,Ст.10,1.0
10,159.0,5.0,0.18,1986.0,1,1830.0,79.0,94.98030245266233,20.7,0.0,27.0,2015.0,1.0672678863110134,29.0,Ст.10пс,1.0
10,159.0,10.0,1.9,1997.0,13,1664.0,39.099998474121094,97.26772148408705,8.2,0.0,10.0,2016.0,0.9704556080991948,19.0,Ст.20,1.0
10,159.0,10.0,1.45,1997.0,4,4706.0,133.5,96.70139060476977,12.1,0.0,10.0,2015.0,2.7445697666555358,18.0,Ст.20,1.0
10,159.0,10.0,0.16,2003.0,1,2786.0,107.0,95.53414915107098,12.6,0.0,9.0,2016.0,1.6248132957718486,13.0,Ст.17Г1С,1.0
10,159.0,10.0,0.73,1993.0,14,486.0,32.000000190734866,92.34417556399849,32.5,0.0,62.0,2013.0,0.2834383566924331,20.0,Ст.20,2.0
10,159.0,10.0,1.59,1996.0,13,992.0,36.400001525878906,95.73330814822313,16.5,0.0,62.0,2014.0,0.5785408432899045,18.0,Ст.10,1.0
10,159.0,10.0,1.59,1996.0,13,708.0,29.433334350585934,95.19168813365326,14.2,0.0,62.0,2015.0,0.4129101986383593,19.0,Ст.10,3.0
10,159.0,10.0,1.59,1996.0,13,670.2,28.519999694824214,95.02397633245151,16.7,0.0,62.0,2016.0,0.3908649931178367,20.0,Ст.10,5.0
10,159.0,6.0,0.3,1984.0,13,456.0,18.0,95.41003671970623,13.0,0.0,62.0,2014.0,0.26594216183487546,30.0,Ст.10,1.0
10,159.0,6.0,0.3,1984.0,13,439.33333333333326,12.000000317891441,96.82070980425405,12.966666666666667,0.0,62.0,2016.0,0.2562220535806768,32.0,Ст.10,3.0
10,159.0,6.0,0.3,1984.0,13,356.0,9.333333333333334,96.9495305729673,12.8,0.0,62.0,2017.0,0.2076215123096835,33.0,Ст.10,3.0
10,159.0,10.0,0.05,2001.0,14,331.0,17.600000381469727,93.81718528016943,10.0,0.0,62.0,2013.0,0.19304134992838548,12.0,Ст.20,1.0
10,159.0,5.0,0.1,1993.0,1,42.0,5.5,84.77297895902547,22.0,0.0,44.0,2015.0,0.02449467280058064,22.0,Ст.20,1.0
10,159.0,5.0,0.10000000000000002,1993.0,1,41.333333333333336,6.933333396911621,80.30694525520576,23.566666666666666,0.0,44.0,2016.0,0.024105868470412687,23.0,Ст.20,3.0
10,159.0,5.0,0.85,1991.0,13,825.0,24.899999618530273,96.49048631169413,27.0,0.0,27.0,2013.0,0.481145358582834,22.0,Ст.10,1.0
10,159.0,5.0,0.8499999999999999,1991.0,13,821.9,25.289999923706056,96.40586640016446,26.12,1.0,27.0,2014.0,0.4793374184475529,23.0,Ст.10,10.0
10,159.0,5.0,0.85,1991.0,13,970.8,26.04000015258789,96.82503611680734,24.72,1.0,27.0,2015.0,0.5661768655905639,24.0,Ст.10,5.0
10,159.0,5.0,0.8499999999999999,1991.0,13,887.1428571428571,23.700000217982698,96.9005800129195,25.557142857142853,1.0,27.0,2016.0,0.5173874765020604,25.0,Ст.10,7.0
10,159.0,4.5,1.3,1988.0,13,236.0,7.0,96.54662103362514,8.5,0.0,62.0,2013.0,0.1376367328794531,25.0,Ст.10,2.0
10,159.0,8.0,3.2,2002.0,13,797.75,24.574999809265137,96.44085084936823,17.575,0.0,62.25,2014.0,0.4652529815872191,12.0,Ст.3,4.0
10,159.0,8.0,3.2,2002.0,13,928.25,26.29166690508525,96.83708655747644,16.599999999999998,0.0,62.0,2015.0,0.5413614292175947,13.0,Ст.3,12.0
10,159.0,8.0,3.2000000000000006,2002.0,13,1226.1875,33.98750037550926,96.75297561585529,15.36875,0.0,62.0,2016.0,0.7151205143967135,14.0,Ст.3,16.0
10,159.0,8.0,3.2,2002.0,13,1356.5,36.35000085830689,97.36473977248892,14.65,0.0,62.0,2017.0,0.7911196108092293,15.0,Ст.3,2.0
10,159.0,10.0,3.8,2001.0,14,1075.0,45.70000076293945,95.05678737015256,10.1,0.0,62.0,2015.0,0.6269469823958139,14.0,Ст.10,1.0
10,159.0,10.0,3.8,2001.0,14,1324.3333333333333,44.53333536783853,96.11490318818927,14.166666666666664,0.0,62.0,2016.0,0.7723598018786259,15.0,Ст.10,3.0
10,159.0,5.0,3.32,1989.0,14,979.0,22.899999618530273,97.28009126320994,16.5,0.0,62.0,2014.0,0.5709591588516295,25.0,Ст.10,1.0
10,159.0,10.0,1.46,2002.0,13,2419.333333333333,70.99999745686848,96.5816526999588,25.16666666666667,0.0,44.0,2014.0,1.4109709141794784,12.0,Ст.20,3.0
10,159.0,10.0,1.46,2002.0,13,1343.0,35.0,96.96964449600858,24.4,0.0,44.0,2015.0,0.7832463231233284,13.0,Ст.20,1.0
10,159.0,10.0,1.46,2002.0,13,1216.0,37.44999885559082,96.53415726770737,28.0,0.0,44.0,2016.0,0.7091790982263346,14.0,Ст.20,2.0
10,159.0,6.0,0.09,1988.0,1,1028.0,43.5,95.07963080264228,13.0,0.0,64.0,2016.0,0.5995362771189737,28.0,Ст.10,1.0
10,159.0,10.0,0.09,1988.0,1,980.0,38.20000076293945,95.46748923078556,13.7,0.0,64.0,2017.0,0.5715423653468815,29.0,Ст.10,1.0
10,159.0,5.0,0.6,1992.0,1,833.75,27.40000009536743,96.18152952550969,16.275,0.0,57.0,2016.0,0.4862484154162882,24.0,НД,4.0
10,159.0,5.0,0.4,1984.0,1,1035.0,101.3000030517578,88.61925592048559,22.7,0.0,27.0,2014.0,0.6036187225857371,30.0,Ст.20,1.0
10,159.0,14.0,1.1,1995.0,14,814.0,28.0,96.0002285583681,14.6,0.0,57.0,2015.0,0.4747300871350628,20.0,Ст.20,1.0
10,159.0,10.0,0.4,1997.0,14,1612.0,108.5,92.17352415026835,31.7,0.0,39.0,2016.0,0.9401288703460948,19.0,Ст.10,1.0
10,159.0,10.0,0.4,1997.0,14,1412.0,73.19999694824219,93.97193516138724,35.9,0.0,39.0,2017.0,0.8234875712957109,20.0,Ст.10,1.0
10,159.0,12.0,0.35,1990.0,13,1029.0,56.9000015258789,93.5701853768754,17.5,0.0,64.0,2013.0,0.6001194836142256,23.0,Ст.20,1.0
10,159.0,10.0,0.26,1998.0,14,1536.0,53.9000015258789,95.91963408991349,18.7,0.0,58.0,2014.0,0.8958051767069489,16.0,Ст.20,1.0
10,159.0,10.0,0.26,1998.0,14,1678.2,75.5,94.77302477281872,24.54,0.0,58.0,2016.0,0.978737140331772,18.0,Ст.20,5.0
10,159.0,5.0,0.17,1992.0,1,743.0,60.20000076293945,90.57873473928144,14.5,0.0,64.0,2017.0,0.4333224259721765,25.0,Ст.10,1.0
10,159.0,6.0,0.255,1987.0,1,420.0,11.0,96.95459579180508,9.4,0.0,64.0,2016.0,0.2449467280058064,29.0,Ст.10,1.0
10,159.0,6.0,0.05,1980.0,14,740.0,73.80000305175781,88.4035193193341,11.7,0.0,64.0,2016.0,0.4315728064864207,36.0,Ст.10,1.0
10,159.0,6.0,1.6,1986.0,1,567.0,12.5,97.43652844428037,19.0,0.0,64.0,2013.0,0.33067808280783856,27.0,Ст.20ХФ,1.0
10,159.0,6.0,1.6000000000000003,1986.0,1,512.6666666666666,12.416666666666664,97.1632931640448,19.6,0.0,64.0,2014.0,0.2989905298991509,28.0,Ст.20ХФ,3.0
10,159.0,6.0,1.6,1986.0,1,314.25,10.0499999076128,96.34158034092778,19.975,0.0,64.0,2015.0,0.18327264113291586,29.0,Ст.20ХФ,4.0
10,159.0,8.0,1.705,2002.0,13,499.0,38.099998474121094,91.12177879616884,22.4,0.0,27.0,2013.0,0.2910200411307081,11.0,Ст.20,1.0
10,159.0,8.0,1.705,2002.0,13,649.5,40.425000190734856,92.65233776324486,17.825,0.0,27.0,2015.0,0.378792618666122,13.0,Ст.20,4.0
10,159.0,8.0,1.705,2002.0,13,609.8571428571429,38.02857208251953,92.59936200573576,14.242857142857144,0.0,27.0,2016.0,0.3556726468900637,14.0,Ст.20,7.0
10,159.0,8.0,1.705,2002.0,13,611.0,37.70000076293945,92.82533384787816,15.1,0.0,27.0,2017.0,0.35633916859892306,15.0,Ст.20,1.0
10,159.0,10.0,1.7,1996.0,13,1531.0,82.4000015258789,93.74174034861856,24.5,0.0,64.0,2013.0,0.8928891442306893,17.0,Ст.10,1.0
10,159.0,10.0,1.7,1996.0,13,1325.0,74.0,93.50592365072399,21.7,0.0,65.0,2016.0,0.7727486062087939,20.0,Ст.10,1.0
10,159.0,5.0,0.7,1992.0,13,2105.5,121.39999771118164,93.29552628816944,14.9,0.0,64.0,2015.0,1.2279412757529171,23.0,Ст.10,2.0
10,159.0,6.0,0.07,1995.0,1,779.0,34.99999923706055,94.77074496112837,11.0,0.0,64.0,2016.0,0.4543178598012456,21.0,Ст.17ГС ,2.0
10,159.0,6.0,0.4,1988.0,1,636.0,34.0,93.78382331431915,6.6,0.0,64.0,2017.0,0.37091933098022106,29.0,Ст.20,1.0
10,159.0,6.0,0.32,1993.0,1,2127.0,37.0,97.97727993352358,15.1,0.0,64.0,2014.0,1.2404802154008336,21.0,НД,1.0
10,159.0,10.0,0.32,1993.0,1,1381.0,29.60000038146973,97.50770419299549,13.3,0.0,64.0,2015.0,0.8054081699429014,22.0,НД,1.0
10,159.0,10.0,0.32,1993.0,1,1522.0,21.899999618530273,98.3268649253942,12.7,0.0,64.0,2016.0,0.8876402857734221,23.0,НД,1.0
10,159.0,5.0,0.94,1989.0,14,1189.0,60.0,94.13225888473801,17.8,0.0,64.0,2014.0,0.6934325228545327,25.0,Ст.10,1.0
10,159.0,5.0,0.94,1989.0,14,1178.0,54.0,94.66972006159435,19.0,0.0,64.0,2015.0,0.6870172514067616,26.0,Ст.10,1.0
10,159.0,5.0,0.94,1989.0,14,1015.0,39.04999923706055,95.52640631950277,16.5,0.0,64.0,2016.0,0.5919545926806987,27.0,Ст.10,2.0
10,159.0,10.0,2.0,1997.0,13,2478.0,149.0,93.00823995345085,31.5,1.0,27.0,2013.0,1.4451856952342574,16.0,Ст.10,1.0
10,159.0,10.0,2.0,1997.0,13,2813.5,174.60000610351562,92.78001485759023,30.35,1.0,27.0,2014.0,1.6408514743912768,17.0,Ст.10,2.0
10,159.0,10.0,2.0,1997.0,13,3682.5,186.3499984741211,94.11568437403506,34.0,1.0,27.0,2016.0,2.147657918765195,19.0,Ст.10,2.0
10,159.0,5.0,2.2,1989.0,1,1785.0,112.0,92.70405836753305,11.0,1.0,27.0,2013.0,1.041023594024677,24.0,НД,1.0
10,159.0,5.0,2.2,1989.0,1,1995.5,105.95000076293944,93.82124963139849,23.15,0.0,27.0,2014.0,1.163788561275206,25.0,НД,2.0
10,159.0,5.0,2.2,1989.0,1,1636.5,74.04999923706055,94.7280777413115,22.1,0.5,27.0,2015.0,0.9544174294797668,26.0,НД,2.0
10,159.0,5.0,2.2,1989.0,1,1799.0,82.4000015258789,94.67404362075321,22.5,1.0,27.0,2016.0,1.0491884849582038,27.0,НД,1.0
10,159.0,10.0,0.23,2001.0,1,2155.0,150.10000610351562,91.90093314069414,25.5,0.0,26.0,2015.0,1.2568099972678874,14.0,Ст.10,1.0
10,159.0,5.0,0.4,1996.0,1,551.5,15.90000057220459,96.71763898181318,18.0,0.0,58.0,2016.0,0.3216383821314338,20.0,Ст.10,2.0
10,159.0,10.0,1.2,1994.0,1,872.5,27.65000038146973,96.29098186528105,23.0,0.0,58.0,2013.0,0.5088476671073001,19.0,Ст.10,2.0
10,159.0,10.0,1.2,1994.0,1,919.0,31.33333333333333,96.03152707024016,25.66666666666667,0.0,58.0,2014.0,0.5359667691365143,20.0,Ст.10,3.0
10,159.0,10.0,1.2,1994.0,1,1049.0,30.57500028610229,96.61102533040213,24.0,0.0,58.0,2015.0,0.611783613519264,21.0,Ст.10,4.0
10,159.0,7.0,2.1,1986.0,14,713.0,22.0,96.4121465148896,9.5,0.0,58.0,2014.0,0.4158262311146189,28.0,Ст.10,1.0
10,159.0,8.5,2.1,1983.0,14,702.5,25.899999618530273,95.70897595526334,9.6,0.0,58.0,2015.0,0.4097025629144737,32.0,Ст.10,2.0
10,159.0,7.0,2.1,1986.0,14,417.0,14.600000381469727,95.92883821831751,9.6,0.0,58.0,2017.0,0.24319710852005055,31.0,Ст.10,2.0
10,159.0,6.0,0.3,1986.0,1,905.0,78.0,89.97815752280613,3.8,0.0,26.0,2013.0,0.5278018782029875,27.0,Ст.10,1.0
10,159.0,6.0,0.5,1984.0,13,1058.0,93.4000015258789,89.7349099303338,10.4,0.0,28.0,2014.0,0.6170324719765312,30.0,Ст.10пс,1.0
10,159.0,5.0,0.25,1992.0,13,1607.5,60.70000076293945,95.59800658672421,31.35,0.0,28.5,2015.0,0.9375044411174612,23.0,Ст.10,2.0
10,159.0,5.0,0.25,1992.0,13,1063.0,47.216665903727204,94.73218456031776,25.633333333333336,0.0,27.83333333333333,2016.0,0.6199485044527908,24.0,Ст.10,6.0
10,159.0,5.0,0.2,1990.0,1,875.0,54.85000038146973,92.88958191774469,24.1,0.0,28.0,2014.0,0.5103056833454299,24.0,Ст.09ГСФ,2.0
10,159.0,5.0,0.2,1990.0,1,756.0,30.79999923706055,95.26270468237655,15.1,0.0,28.0,2015.0,0.44090411041045147,25.0,Ст.09ГСФ,1.0
10,159.0,5.0,0.21333333333333332,1990.0,1,482.33333333333326,16.866666793823242,95.93161517846605,22.566666666666666,0.0,28.0,2016.0,0.2812999328765093,26.0,Ст.09ГСФ,3.0
10,159.0,10.0,0.08,1993.0,1,1196.0,49.099998474121094,95.22633599652708,28.3,0.0,28.0,2017.0,0.6975149683212961,24.0,Ст.09ГСФ,1.0
10,159.0,4.5,1.64,1990.0,12,500.0,44.400001525878906,89.6744182497956,24.7,0.0,28.0,2015.0,0.2916032476259599,25.0,Ст.10,1.0
10,159.0,4.5,1.64,1990.0,12,2523.5,140.6500015258789,93.402580771266,27.5,0.0,28.0,2016.0,1.4717215907682195,26.0,Ст.10,2.0
10,159.0,5.0,0.71,1982.0,13,1354.0,49.20000076293945,95.77479296804134,27.5,0.0,28.0,2015.0,0.7896615945710996,33.0,Ст.10,1.0
10,159.0,5.0,0.71,1989.0,13,1464.5,53.30000019073486,95.7749152783509,19.475,0.0,28.0,2016.0,0.8541059122964367,27.0,Ст.10,4.0
10,159.0,5.0,1.13,1987.0,13,365.0,6.4000000953674325,97.96113408876477,4.65,0.0,8.0,2013.0,0.2128703707669508,26.0,Ст.10,2.0
10,159.0,5.0,0.26,1992.0,1,568.0,19.899999618530273,95.92613830279024,16.2,0.0,44.0,2015.0,0.3312612893030905,23.0,Ст.20,1.0
10,159.0,5.0,0.26,1992.0,1,711.3333333333335,35.16666603088379,94.2510362228807,16.933333333333334,0.0,44.0,2016.0,0.4148542202891991,24.0,Ст.20,3.0
10,159.0,5.0,1.0,1992.0,13,662.0,29.399999618530273,94.83594470271021,12.2,0.0,28.0,2016.0,0.38608269985677096,24.0,Ст.10,1.0
10,159.0,5.0,0.3,1993.0,1,611.0,36.79999923706055,92.99661263710644,16.7,0.0,9.0,2014.0,0.35633916859892306,21.0,Ст.10,1.0
10,159.0,5.0,0.3,1993.0,1,190.75,4.9999998807907104,96.95201497998958,17.825,0.0,9.0,2015.0,0.11124663896930373,22.0,Ст.10,4.0
10,159.0,6.0,0.3,1983.0,1,690.0,25.20000076293945,95.75328601905301,16.3,0.0,9.0,2017.0,0.4024124817238247,34.0,Ст.17Г1С,1.0
10,159.0,5.0,1.26,1988.0,13,177.0,8.0,94.74428106515906,13.3,0.0,8.0,2015.0,0.10322754965958983,27.0,Ст.20,2.0
10,159.0,6.0,0.1,1983.0,1,599.0,19.0,96.3116822611329,9.1,0.0,8.0,2014.0,0.3493406906559,31.0,Ст.10,1.0
10,159.0,8.0,0.97,2001.0,14,2526.5,125.75,94.24175485645084,10.3,0.0,28.5,2016.0,1.4734712102539755,15.0,Ст.09ГСФ,2.0
10,159.0,8.0,0.97,2001.0,14,2509.0,127.0999984741211,94.10957768433079,9.5,0.0,28.0,2017.0,1.463265096587067,16.0,Ст.09ГСФ,1.0
10,159.0,10.0,0.42,2005.0,14,267.0,9.300000190734863,95.94983007110231,7.8,0.0,58.0,2015.0,0.1557161342322626,10.0,Ст.10,1.0
10,159.0,6.0,0.05,1984.0,1,354.0,40.400001525878906,86.7297327795694,11.9,0.0,28.0,2015.0,0.20645509931917969,31.0,Ст.10пс,1.0
10,159.0,6.0,0.45,1984.0,13,421.0,20.5,94.33795503507706,13.6,0.0,29.0,2016.0,0.24552993450105826,32.0,Ст.10,1.0
10,159.0,10.0,1.8,1992.0,1,993.0,50.0,94.14506194524462,24.5,0.0,9.0,2014.0,0.5791240497851564,22.0,Ст.17Г1С,1.0
10,159.0,10.0,1.8,1992.0,1,605.6666666666666,20.066666920979817,96.14852357086654,17.466666666666665,0.0,9.0,2015.0,0.3532287339575795,23.0,Ст.17Г1С,3.0
10,159.0,6.0,1.8000000000000005,1992.0,1,569.4166666666666,23.633333524068192,95.13067316298971,18.11666666666667,0.0,9.0,2016.0,0.3320874985046974,24.0,Ст.17Г1С,12.0
10,159.0,6.0,1.8,1992.0,1,478.25,17.25,95.68700210662232,17.849999999999994,0.0,9.0,2017.0,0.2789185063542307,25.0,Ст.17Г1С,4.0
10,159.0,6.0,0.51,1985.0,13,728.0,21.600000381469727,96.54996160531088,10.5,0.0,58.0,2014.0,0.4245743285433977,29.0,Ст.10,1.0
10,159.0,6.0,0.51,1985.0,13,697.0,18.299999237060547,96.947048941133,10.8,0.0,58.0,2015.0,0.4064949271905881,30.0,Ст.10,1.0
10,159.0,10.0,2.25,1993.0,13,2962.0,178.5,92.99263539720177,26.0,0.0,39.0,2014.0,1.7274576389361866,21.0,Ст.10,1.0
10,159.0,10.0,2.25,1993.0,13,2696.0,119.9000015258789,94.8286867052878,25.3,0.0,39.0,2016.0,1.572324711199176,23.0,Ст.10,1.0
10,159.0,10.0,0.9,1997.0,1,1084.0,51.6,94.46494464944651,26.5,0.0,57.0,2013.0,0.6321958408530812,16.0,Ст.10,1.0
10,159.0,10.0,0.9,1997.0,1,1427.0,67.0,94.54050618471015,26.9,0.0,57.0,2017.0,0.8322356687244896,20.0,Ст.10,1.0
10,159.0,6.0,2.0,1982.0,14,2320.5,199.4999984741211,89.95915152470283,11.45,0.0,64.0,2013.0,1.35333067223208,31.0,Ст.10,2.0
10,159.0,6.0,0.4,1999.0,1,1328.0,45.9,95.98101709162229,13.2,0.0,62.0,2013.0,0.7744982256945496,14.0,Ст.09ГСФ,1.0
10,159.0,6.0,0.4,1999.0,1,865.5,37.20000076293945,94.99979473928072,11.65,0.0,62.0,2014.0,0.5047652216405366,15.0,Ст.09ГСФ,2.0
10,159.0,6.0,0.4,1999.0,1,844.0,35.70000076293945,95.08156056941758,19.8,0.0,62.0,2015.0,0.4922262819926204,16.0,Ст.09ГСФ,1.0
10,159.0,6.0,1.0,1986.0,1,880.5,64.5000015258789,91.47342608137478,17.15,0.0,64.0,2015.0,0.5135133190693155,29.0,Ст.10,2.0
10,159.0,6.0,1.0,1986.0,1,809.0,47.0,93.24460286888781,19.4,0.0,64.0,2017.0,0.4718140546588032,31.0,Ст.10,1.0
10,159.0,10.0,1.1,1997.0,13,1741.0,70.9000015258789,95.26468338659426,20.0,0.0,27.0,2013.0,1.0153625082335926,16.0,Ст.20,1.0
10,159.0,10.0,1.1,1997.0,13,1630.0,48.79999923706055,96.48477807853665,18.9,0.0,27.0,2015.0,0.9506265872606294,18.0,Ст.20,2.0
10,159.0,10.0,1.1,1997.0,13,4233.0,181.3333346048991,95.08522112896073,16.266666666666666,0.0,27.0,2016.0,2.4687130944013767,19.0,Ст.20,6.0
10,159.0,10.0,5.0,2002.0,1,2443.0,121.5999984741211,94.2122248439242,18.5,0.0,57.0,2016.0,1.4247734679004405,14.0,Ст.10,1.0
10,159.0,6.0,0.3,2000.0,1,3118.0,180.3000030517578,93.27610114370579,25.3,0.0,28.0,2016.0,1.8184378521954858,16.0,Ст.20,1.0
10,159.0,10.0,0.04,1993.0,13,1443.0,59.70000076293945,95.18928582548149,28.2,0.0,28.0,2015.0,0.8415669726485205,22.0,Ст.20,1.0
10,159.0,6.0,1.0,1980.0,1,214.0,17.700000762939453,90.38252512337566,14.0,0.0,10.0,2014.0,0.12480618998391088,34.0,Ст.10,1.0
10,159.0,10.0,0.41,2001.0,14,2235.0,80.0,95.83788564590813,27.0,0.0,62.0,2014.0,1.3034665168880408,13.0,Ст.3,1.0
10,159.0,5.0,1.0,1985.0,1,2394.0,98.9000015258789,95.19632406957905,8.8,0.0,58.0,2014.0,1.3961963496330962,29.0,Ст.10,1.0
10,159.0,5.0,1.0,1985.0,1,2761.0,113.10000228881836,95.18719646383437,12.35,0.0,58.0,2015.0,1.6102331333905509,30.0,Ст.10,2.0
10,159.0,5.0,1.0,1985.0,1,3190.0,111.8000030517578,95.92476477904215,13.2,0.0,58.0,2016.0,1.860428719853625,31.0,Ст.10,1.0
10,159.0,10.0,0.05,1997.0,13,278.0,27.0,88.70670905136356,18.7,0.0,27.0,2014.0,0.16213140568003373,17.0,Ст.20,1.0
10,159.0,10.0,1.42,1998.0,14,2825.0,15.600000381469727,99.35789255478619,24.8,0.0,58.0,2015.0,1.6475583490866736,17.0,Ст.20,1.0
10,159.0,10.0,1.42,1998.0,14,2151.0,127.0,93.13461559253132,26.2,0.0,58.0,2016.0,1.2544771712868796,18.0,Ст.20,1.0
10,159.0,12.0,0.32,1999.0,1,648.0,30.5,94.52698822853858,14.15,0.0,28.0,2016.0,0.3779178089232441,17.0,Ст.20,2.0
10,159.0,9.0,1.76,1997.0,1,2462.75,78.95000171661377,96.27367485863691,12.375,0.0,27.0,2015.0,1.4362917961816657,18.0,Ст.10,4.0
10,159.0,8.0,2.2,1996.0,1,3803.0,181.6000061035156,94.44746784657413,6.7,0.0,28.0,2014.0,2.2179343014430515,18.0,Ст.10,1.0
10,159.0,8.0,2.2,1996.0,1,1784.25,79.60000038146974,95.12577293994619,7.225,0.0,28.0,2015.0,1.040586189153238,19.0,Ст.10,4.0
10,159.0,8.0,2.2,1996.0,1,2688.875,122.4375,95.01800398749049,8.725,0.0,28.0,2016.0,1.5681693649205062,20.0,Ст.10,8.0
10,159.0,8.0,2.2,1996.0,1,820.0,32.59999847412109,95.37719817440144,8.0,0.0,28.0,2017.0,0.4782293261065743,21.0,Ст.10,1.0
10,159.0,4.5,1.589,1990.0,13,4108.0,228.7499969482422,93.52303358559509,29.8,0.0,58.0,2016.0,2.3958122824948878,26.0,Ст.20,2.0
10,159.0,4.5,1.589,1990.0,13,1610.0,49.95000076293945,96.38182533227464,29.55,0.0,58.0,2017.0,0.9389624573555909,27.0,Ст.20,2.0
10,159.0,10.0,1.8,2003.0,11,1242.3333333333333,34.59999910990397,96.759274694195,18.066666666666666,0.0,57.0,2015.0,0.7245368692679685,12.0,Ст.20,3.0
10,159.0,10.0,1.8,2003.0,11,559.0,19.5,95.94375338020552,17.0,0.0,57.0,2017.0,0.3260124308458233,14.0,Ст.20,1.0
10,159.0,6.0,0.2,1984.0,1,1659.0,105.0,92.64056520459229,14.2,0.0,28.0,2015.0,0.9675395756229352,31.0,Ст.10,1.0
10,159.0,6.0,0.2,1984.0,1,631.0,22.399999618530273,95.87218523227615,11.0,0.0,28.0,2016.0,0.3680032985039614,32.0,Ст.10,1.0
